0.0,1.7912005987783465e-23
0.005,2.4639107237593462e-23
0.01,4.482041098702345e-23
0.015,9.551414292617105e-23
0.02,2.1844312197361477e-22
0.025,5.164930616152853e-22
0.03,1.242146434088715e-21
0.035,3.013922318758693e-21
0.04,7.34402189485898e-21
0.045,1.791921959307327e-20
0.05,4.369580937251348e-20
0.055,1.0633947516636147e-19
0.06,2.580110185771624e-19
0.065,6.2363492860129605e-19
0.07,1.5007309847640067e-18
0.075,3.593677228640067e-18
0.08,8.559741175716823e-18
0.085,2.0272980055973814e-17
0.09,4.772894029668788e-17
0.095,1.1167141456701933e-16
0.1,2.5959744954937315e-16
0.105,5.994732814032024e-16
0.11,1.3749018626155825e-15
0.115,3.1313709720402125e-15
0.12,7.080967254900694e-15
0.125,1.5895895624333113e-14
0.13,3.542051809065774e-14
0.135,7.833373642758229e-14
0.14,1.7191596903431598e-13
0.145,3.7437679200613387e-13
0.15,8.088740991655527e-13
0.155,1.7337563517638112e-12
0.16,3.6862749428818594e-12
0.165,7.773895299183359e-12
0.17,1.6259266516223038e-11
0.17500000000000002,3.372372832484834e-11
0.18,6.935928500613653e-11
0.185,1.4143956279784256e-10
0.19,2.859552828366905e-10
0.195,5.731266640151479e-10
0.2,1.1386581658984013e-09
0.20500000000000002,2.2422909357694755e-09
0.21,4.376354963753115e-09
0.215,8.464898609471983e-09
0.22,1.6225077467029158e-08
0.225,3.081592656189309e-08
0.23,5.799028136890314e-08
0.23500000000000001,1.081173257160857e-07
0.24,1.9969375443726567e-07
0.245,3.6536946571216774e-07
0.25,6.621685252941948e-07
0.255,1.1886219357398843e-06
0.26,2.113142407090628e-06
0.265,3.7204460051471177e-06
0.27,6.486559171581036e-06
0.275,1.119848754571097e-05
0.28,1.9142692177689017e-05
0.28500000000000003,3.2398057676695685e-05
0.29,5.42852131413463e-05
0.295,9.004626808835222e-05
0.3,0.0001478588065331821
0.305,0.0002403269429446717
0.31,0.00038664181369884
0.315,0.0006156649785947409
0.32,0.0009702607717610013
0.325,0.0015132859821902808
0.33,0.0023357332886735083
0.335,0.0035676113237358975
0.34,0.0053922177615091495
0.34500000000000003,0.008064506430376614
0.35000000000000003,0.011934244317865297
0.355,0.017474574306443242
0.36,0.025316416564611383
0.365,0.03628882763507577
0.37,0.05146496736441505
0.375,0.07221268536268445
0.38,0.10024793209285424
0.385,0.1376882491461032
0.39,0.1871025517244194
0.395,0.2515523694909338
0.4,0.33461877836023557
0.405,0.44040858209919054
0.41000000000000003,0.5735330522677726
0.41500000000000004,0.7390528706957947
0.42,0.9423839787751495
0.425,1.1891609095412352
0.43,1.4850568707412273
0.435,1.8355632679160938
0.44,2.245735300143215
0.445,2.719914408932041
0.45,3.261442300106931
0.455,3.872384519377133
0.46,4.553283670523168
0.465,5.302962906017808
0.47000000000000003,6.1183990039732405
0.47500000000000003,6.994681065892383
0.48,7.9250657417828565
0.485,8.901133260745512
0.49,9.913040975840508
0.495,10.949863339144496
0.5,12.0
